samplename,kingdom,phylum,class,order,family,genus,species
M00598:87:000000000-J7KGW:1:2107:13122:19281__kiwi2020__AG0529-0862__515f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Duodenibacillus,
M00598:87:000000000-J7KGW:1:2107:13139:14828__kiwi2020__AG0529-0377__515f,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,
M00598:87:000000000-J7KGW:1:2107:13190:11419__kiwi2020__AG0529-0377__515f,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexineae,Roseiflexaceae,Heliothrix
M00598:87:000000000-J7KGW:1:2107:13192:17548__kiwi2020__AG0529-1057__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Papillibacter,
M00598:87:000000000-J7KGW:1:2107:13263:8361__kiwi2020__AG0529-0932__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodovastum,
M00598:87:000000000-J7KGW:1:2107:13277:17983__kiwi2020__AG0529-0666__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,
M00598:87:000000000-J7KGW:1:2107:13297:23387__kiwi2020__AG0529-0556__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Abyssivirga,
M00598:87:000000000-J7KGW:1:2107:13340:21992__kiwi2020__AG0529-1128__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Sarcina,
M00598:87:000000000-J7KGW:1:2107:13491:20195__kiwi2020__AG0529-0634__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 3,Caldisalinibacter,
M00598:87:000000000-J7KGW:1:2107:13494:18444__kiwi2020__AG0529-0639__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto,
M00598:87:000000000-J7KGW:1:2107:13500:9287__kiwi2020__AG0529-1061__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cuneatibacter,
M00598:87:000000000-J7KGW:1:2107:13543:21919__kiwi2020__AG0529-0475__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Bariatricus,
M00598:87:000000000-J7KGW:1:2107:13562:19695__kiwi2020__AG0529-1009__515f,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Anaerovibrio,
M00598:87:000000000-J7KGW:1:2107:13751:18248__kiwi2020__AG0529-1101__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Paludicola,
M00598:87:000000000-J7KGW:1:2107:13813:11112__kiwi2020__AG0529-0028__515f,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Tersicoccus,
M00598:87:000000000-J7KGW:1:2107:13819:13163__kiwi2020__AG0529-0833__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,
M00598:87:000000000-J7KGW:1:2107:13931:8091__kiwi2020__AG0529-0325__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Paludicola,
M00598:87:000000000-J7KGW:1:2107:13982:12858__kiwi2020__AG0529-0912__515f,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Baekduiaceae,Baekduia,
M00598:87:000000000-J7KGW:1:2107:13985:13963__kiwi2020__AG0529-1144__515f,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter,
M00598:87:000000000-J7KGW:1:2107:13994:8291__kiwi2020__AG0529-0796__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,
M00598:87:000000000-J7KGW:1:2107:14033:13154__kiwi2020__AG0529-0396__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia,
M00598:87:000000000-J7KGW:1:2107:14047:11740__kiwi2020__AG0529-1120__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus,
M00598:87:000000000-J7KGW:1:2107:14227:17678__kiwi2020__AG0529-0769__515f,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Marinitenerispora,
M00598:87:000000000-J7KGW:1:2107:14236:11352__kiwi2020__AG0529-0013__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,
M00598:87:000000000-J7KGW:1:2107:14260:9342__kiwi2020__AG0529-1096__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,
M00598:87:000000000-J7KGW:1:2107:14311:26763__kiwi2020__AG0529-0563__515f,Bacteria,Acidobacteria,Acidobacteria_Gp6,Gp6,,,
M00598:87:000000000-J7KGW:1:2107:14358:24810__kiwi2020__AG0529-0085__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Geofilum,
M00598:87:000000000-J7KGW:1:2107:14395:18103__kiwi2020__AG0529-0691__515f,Archaea,Parvarchaeota,Candidatus Parvarchaeum,,,,
M00598:87:000000000-J7KGW:1:2107:14442:28959__kiwi2020__AG0529-0586__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Macellibacteroides,
M00598:87:000000000-J7KGW:1:2107:14490:24250__kiwi2020__AG0529-0835__515f,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Streptophyta,,
M00598:87:000000000-J7KGW:1:2107:14500:17782__kiwi2020__AG0529-1112__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium IV,
M00598:87:000000000-J7KGW:1:2107:14521:24141__kiwi2020__AG0529-0940__515f,Bacteria,Verrucomicrobia,Subdivision3,Limisphaera,,,
M00598:87:000000000-J7KGW:1:2107:14571:19084__kiwi2020__AG0529-0850__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
M00598:87:000000000-J7KGW:1:2107:14628:10785__kiwi2020__AG0529-0321__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
M00598:87:000000000-J7KGW:1:2107:14706:16768__kiwi2020__AG0529-0879__515f,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,
M00598:87:000000000-J7KGW:1:2107:14852:6093__kiwi2020__AG0529-1094__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium IV,
M00598:87:000000000-J7KGW:1:2107:14998:9666__kiwi2020__AG0529-0934__515f,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomicrobium,
M00598:87:000000000-J7KGW:1:2107:15081:12620__kiwi2020__AG0529-1148__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis,
M00598:87:000000000-J7KGW:1:2107:15106:16693__kiwi2020__AG0529-1154__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Caproicibacter,
M00598:87:000000000-J7KGW:1:2107:15155:13836__kiwi2020__AG0529-0911__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
M00598:87:000000000-J7KGW:1:2107:15201:3687__kiwi2020__AG0529-0932__515f,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,
M00598:87:000000000-J7KGW:1:2107:15323:6039__kiwi2020__AG0529-0799__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto,
M00598:87:000000000-J7KGW:1:2107:15329:4273__kiwi2020__AG0529-0850__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Fonticella,
M00598:87:000000000-J7KGW:1:2107:15340:7996__kiwi2020__AG0529-0676__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Negativibacillus,
M00598:87:000000000-J7KGW:1:2107:15376:13266__kiwi2020__AG0529-0694__515f,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,
M00598:87:000000000-J7KGW:1:2107:15407:15447__kiwi2020__AG0529-0487__515f,Bacteria,Acidobacteria,Acidobacteria_Gp16,Gp16,,,
M00598:87:000000000-J7KGW:1:2107:15565:4840__kiwi2020__AG0529-0917__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rudaea,
M00598:87:000000000-J7KGW:1:2107:15775:24023__kiwi2020__AG0529-0546__515f,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,
M00598:87:000000000-J7KGW:1:2107:15787:10783__kiwi2020__AG0529-0888__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,
M00598:87:000000000-J7KGW:1:2107:15836:22821__kiwi2020__AG0529-0551__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter,
M00598:87:000000000-J7KGW:1:2107:15840:24111__kiwi2020__AG0529-1091__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Lacibacterium,
M00598:87:000000000-J7KGW:1:2107:15842:21460__kiwi2020__AG0529-0867__515f,Archaea,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,,
M00598:87:000000000-J7KGW:1:2107:15881:22903__kiwi2020__AG0529-0376__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae 1,Desulfitobacterium,
M00598:87:000000000-J7KGW:1:2107:15887:16679__kiwi2020__AG0529-0563__515f,Bacteria,Acidobacteria,Acidobacteria_Gp16,Gp16,,,
M00598:87:000000000-J7KGW:1:2107:16083:8403__kiwi2020__AG0529-0285__515f,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,
M00598:87:000000000-J7KGW:1:2107:16153:19246__kiwi2020__AG0529-0965__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,
M00598:87:000000000-J7KGW:1:2107:16201:23048__kiwi2020__AG0529-0719__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus2,
M00598:87:000000000-J7KGW:1:2107:16232:13980__kiwi2020__AG0529-1128__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor,
M00598:87:000000000-J7KGW:1:2107:16375:9481__kiwi2020__AG0529-0062__515f,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium,
M00598:87:000000000-J7KGW:1:2107:16414:22179__kiwi2020__AG0529-0376__515f,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Nocardiaceae,Nocardia,
M00598:87:000000000-J7KGW:1:2107:16518:21571__kiwi2020__AG0529-0787__515f,Bacteria,Chloroflexi,Anaerolineae,Aggregatilineales,Aggregatilineaceae,Aggregatilinea,
M00598:87:000000000-J7KGW:1:2107:16611:9225__kiwi2020__AG0529-0574__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
M00598:87:000000000-J7KGW:1:2107:16685:29173__kiwi2020__AG0529-0912__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Stellaceae,Stella,
M00598:87:000000000-J7KGW:1:2107:16710:8185__kiwi2020__AG0529-0279__515f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,
M00598:87:000000000-J7KGW:1:2107:16732:16690__kiwi2020__AG0529-0911__515f,Bacteria,Acidobacteria,Acidobacteria_Gp16,Gp16,,,
M00598:87:000000000-J7KGW:1:2107:16742:7824__kiwi2020__AG0529-0536__515f,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,
M00598:87:000000000-J7KGW:1:2107:16765:19049__kiwi2020__AG0529-1080__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,
M00598:87:000000000-J7KGW:1:2107:16840:14326__kiwi2020__AG0529-0377__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
M00598:87:000000000-J7KGW:1:2107:16941:18929__kiwi2020__AG0529-0822__515f,Bacteria,Acidobacteria,Holophagae,Thermotomaculales,Thermotomaculaceae,Thermotomaculum,
M00598:87:000000000-J7KGW:1:2107:17100:8612__kiwi2020__AG0529-0488__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Thermobrachium,
M00598:87:000000000-J7KGW:1:2107:17131:24922__kiwi2020__AG0529-0914__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,
M00598:87:000000000-J7KGW:1:2107:17224:25091__kiwi2020__AG0529-1080__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus2,
M00598:87:000000000-J7KGW:1:2107:17225:17005__kiwi2020__AG0529-0867__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
M00598:87:000000000-J7KGW:1:2107:17240:3868__kiwi2020__AG0529-0425__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mordavella,
M00598:87:000000000-J7KGW:1:2107:17254:21556__kiwi2020__AG0529-0922__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Symbiobacteriaceae,Caldinitratiruptor,
M00598:87:000000000-J7KGW:1:2107:17263:9483__kiwi2020__AG0529-1069__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XIII,Ihubacter,
M00598:87:000000000-J7KGW:1:2107:17285:22303__kiwi2020__AG0529-0912__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Monoglobus,
M00598:87:000000000-J7KGW:1:2107:17329:12015__kiwi2020__AG0529-0478__515f,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Uliginosibacterium,
M00598:87:000000000-J7KGW:1:2107:17437:24505__kiwi2020__AG0529-0912__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia,
M00598:87:000000000-J7KGW:1:2107:17448:18253__kiwi2020__AG0529-1107__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Phocea,
M00598:87:000000000-J7KGW:1:2107:17556:8497__kiwi2020__AG0529-1005__515f,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bacillariophyta,,
M00598:87:000000000-J7KGW:1:2107:17643:9163__kiwi2020__AG0529-1061__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,
M00598:87:000000000-J7KGW:1:2107:17720:20398__kiwi2020__AG0529-0488__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Caproicibacter,
M00598:87:000000000-J7KGW:1:2107:17727:9258__kiwi2020__AG0529-0928__515f,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_genera_incertae_sedis,,,
M00598:87:000000000-J7KGW:1:2107:17741:4267__kiwi2020__AG0529-0337__515f,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus,
M00598:87:000000000-J7KGW:1:2107:17806:4997__kiwi2020__AG0529-0910__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,
M00598:87:000000000-J7KGW:1:2107:17896:17089__kiwi2020__AG0529-0531__515f,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,
M00598:87:000000000-J7KGW:1:2107:17966:17080__kiwi2020__AG0529-0396__515f,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea,
M00598:87:000000000-J7KGW:1:2107:18039:16730__kiwi2020__AG0529-0294__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter,
M00598:87:000000000-J7KGW:1:2107:18150:17639__kiwi2020__AG0529-0214__515f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
M00598:87:000000000-J7KGW:1:2107:18194:10259__kiwi2020__AG0529-0470__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,
M00598:87:000000000-J7KGW:1:2107:18211:23552__kiwi2020__AG0529-0632__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Caenibius,
M00598:87:000000000-J7KGW:1:2107:18300:5791__kiwi2020__AG0529-0805__515f,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,
M00598:87:000000000-J7KGW:1:2107:18314:4781__kiwi2020__AG0529-0922__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,
M00598:87:000000000-J7KGW:1:2107:18400:9742__kiwi2020__AG0529-0811__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
M00598:87:000000000-J7KGW:1:2107:18459:5334__kiwi2020__AG0529-0867__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Candidatus Carsonella,,
M00598:87:000000000-J7KGW:1:2107:18489:20453__kiwi2020__AG0529-0264__515f,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Psychrobacillus,
M00598:87:000000000-J7KGW:1:2107:18529:15234__kiwi2020__AG0529-0283__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,
M00598:87:000000000-J7KGW:1:2107:18557:11075__kiwi2020__AG0529-0801__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,
M00598:87:000000000-J7KGW:1:2107:18607:8832__kiwi2020__AG0529-0003__515f,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Segetibacter,
M00598:87:000000000-J7KGW:1:2107:18644:20760__kiwi2020__AG0529-0369__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,
M00598:87:000000000-J7KGW:1:2107:18784:11564__kiwi2020__AG0529-0563__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidicaldus,
M00598:87:000000000-J7KGW:1:2107:18796:13839__kiwi2020__AG0529-0085__515f,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Fimbriiglobus,
M00598:87:000000000-J7KGW:1:2107:18866:15146__kiwi2020__AG0529-0976__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,
M00598:87:000000000-J7KGW:1:2107:19250:7021__kiwi2020__AG0529-0554__515f,Bacteria,Verrucomicrobia,Terrimicrobia,Terrimicrobiales,Terrimicrobiaceae,Terrimicrobium,
M00598:87:000000000-J7KGW:1:2107:19255:5076__kiwi2020__AG0529-0203__515f,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
M00598:87:000000000-J7KGW:1:2107:19284:15663__kiwi2020__AG0529-0718__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,
M00598:87:000000000-J7KGW:1:2107:19393:6038__kiwi2020__AG0529-1009__515f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,
M00598:87:000000000-J7KGW:1:2107:19500:9496__kiwi2020__AG0529-0193__515f,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,
M00598:87:000000000-J7KGW:1:2107:19501:18874__kiwi2020__AG0529-1097__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,
M00598:87:000000000-J7KGW:1:2107:19562:20795__kiwi2020__AG0529-0337__515f,Bacteria,Actinobacteria,Thermoleophilia,Thermoleophilales,Thermoleophilaceae,Thermoleophilum,
M00598:87:000000000-J7KGW:1:2107:19586:10862__kiwi2020__AG0529-0997__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Tepidibaculum,
M00598:87:000000000-J7KGW:1:2107:19771:25647__kiwi2020__AG0529-0513__515f,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sterolibacterium,
M00598:87:000000000-J7KGW:1:2107:19792:23565__kiwi2020__AG0529-0912__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium
M00598:87:000000000-J7KGW:1:2107:19861:28553__kiwi2020__AG0529-0507__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Murimonas,
M00598:87:000000000-J7KGW:1:2107:19958:27929__kiwi2020__AG0529-0251__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Novosphingobium,
M00598:87:000000000-J7KGW:1:2107:19978:14763__kiwi2020__AG0529-0363__515f,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Dendrosporobacter,
M00598:87:000000000-J7KGW:1:2107:20035:17391__kiwi2020__AG0529-1083__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter,
M00598:87:000000000-J7KGW:1:2107:20090:8076__kiwi2020__AG0529-0118__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Abyssivirga,
M00598:87:000000000-J7KGW:1:2107:20153:26475__kiwi2020__AG0529-0605__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,
M00598:87:000000000-J7KGW:1:2107:20174:14230__kiwi2020__AG0529-1091__515f,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Parasediminibacterium,
M00598:87:000000000-J7KGW:1:2107:20207:22019__kiwi2020__AG0529-0321__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,
M00598:87:000000000-J7KGW:1:2107:20213:7591__kiwi2020__AG0529-0581__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,
M00598:87:000000000-J7KGW:1:2107:20222:22158__kiwi2020__AG0529-0325__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,
M00598:87:000000000-J7KGW:1:2107:20268:14993__kiwi2020__AG0529-0557__515f,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,
M00598:87:000000000-J7KGW:1:2107:20283:19080__kiwi2020__AG0529-0377__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Parvibaculaceae,Anderseniella,
M00598:87:000000000-J7KGW:1:2107:20424:13342__kiwi2020__AG0529-1103__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Colidextribacter,
M00598:87:000000000-J7KGW:1:2107:20434:7119__kiwi2020__AG0529-0987__515f,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Streptophyta,,
M00598:87:000000000-J7KGW:1:2107:20474:15910__kiwi2020__AG0529-1021__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Massiliimalia,
M00598:87:000000000-J7KGW:1:2107:20480:24015__kiwi2020__AG0529-1096__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Sandarakinorhabdus,
M00598:87:000000000-J7KGW:1:2107:20505:18919__kiwi2020__AG0529-0401__515f,Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,Ardenticatena,
M00598:87:000000000-J7KGW:1:2107:20738:27306__kiwi2020__AG0529-0325__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus2,
M00598:87:000000000-J7KGW:1:2107:20769:21731__kiwi2020__AG0529-0264__515f,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,
M00598:87:000000000-J7KGW:1:2107:20906:17133__kiwi2020__AG0529-0719__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerosporobacter,
M00598:87:000000000-J7KGW:1:2107:21010:24023__kiwi2020__AG0529-0475__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Robinsoniella,
M00598:87:000000000-J7KGW:1:2107:21042:11334__kiwi2020__AG0529-0240__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter,
M00598:87:000000000-J7KGW:1:2107:21130:21190__kiwi2020__AG0529-0680__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,
M00598:87:000000000-J7KGW:1:2107:21288:10019__kiwi2020__AG0529-1128__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Marseilla,
M00598:87:000000000-J7KGW:1:2107:21307:4492__kiwi2020__AG0529-0966__515f,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Salibacter,
M00598:87:000000000-J7KGW:1:2107:21310:20917__kiwi2020__AG0529-0475__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longibaculum,
M00598:87:000000000-J7KGW:1:2107:21339:25032__kiwi2020__AG0529-0376__515f,Bacteria,Tenericutes,Mollicutes,Haloplasmatales,Haloplasmataceae,Haloplasma,
